Platform,Network,Program,FEP Starts
MOBILE,NBC,the chica show,0
MOBILE,NBC,The Ellen DeGeneres Show,0
MOBILE,NBC,The Event,2645
MOBILE,NBC,The Graduate,0
MOBILE,NBC,The Magicians,1
MOBILE,NBC,The Meredith Vieira Show,0
MOBILE,NBC,The Mysteries of Laura,18690
MOBILE,NBC,THE PERFECT YARD,0
MOBILE,NBC,The Player,5313
MOBILE,NBC,The Tim McCarver Show,0
MOBILE,NBC,The Tonight Show Starring Jimmy Fallon,89642
MOBILE,NBC,The Voice,358643
MOBILE,NBC,The Voyeur's Web,0
MOBILE,NBC,The Wiz Live!,0
MOBILE,NBC,to be announced,0
MOBILE,NBC,Today,2382
MOBILE,NBC,Today in New York,0
MOBILE,NBC,Today in the Bay,0
MOBILE,NBC,TODAY'S Take,830
MOBILE,NBC,Transitions,0
MOBILE,NBC,Trojan Horse,0
MOBILE,NBC,Troy Gramling.com,0
MOBILE,NBC,Truth Be Told,14224
MOBILE,NBC,Undateable,3548
MOBILE,NBC,Under Covers,0
MOBILE,NBC,Up All Night,3985
MOBILE,NBC,US DOCTORS TV: America's Joint Doctor Reveals Joint Relief Secrets,0
MOBILE,NBC,Victims,0
MOBILE,NBC,viewpoint,0
MOBILE,NBC,wcau x,0
MOBILE,NBC,Welcome Home Phillies,0
MOBILE,NBC,Westminster Kennel Club,0
MOBILE,NBC,Wheel of Fortune,0
MOBILE,NBC,WHITE COLLAR,3
MOBILE,NBC,Whitney,5922
MOBILE,NBC,Why Pressure Cooker?,0
MOBILE,NBC,Wildlife,0
MOBILE,NBC,wmaq x,0
MOBILE,NBC,wnbcx,0
MOBILE,NBC,Wonderland Story,0
MOBILE,NBC,wrcx,0
MOBILE,NBC,wtvj x,0
MOBILE,NBC,wvit x,0
MOBILE,NBC,wwe monday night raw,0
MOBILE,NBC,wwe smackdown,0
MOBILE,NBC,Wynonna Earp,0
MOBILE,NBC,Xterra USA Championship,0
MOBILE,NBC,You Me and the Apocalypse,0
MOBILE,NBC,"You, Me and the Apocalypse",40970
MOBILE,NBC UNIVERSO,,0
MOBILE,NBC UNIVERSO,12 corazones,463
MOBILE,NBC UNIVERSO,bpl world,0
MOBILE,NBC UNIVERSO,childhood's end,1
MOBILE,NBC UNIVERSO,combate am&#233;ricas,0
MOBILE,NBC UNIVERSO,Combate Americas,33
MOBILE,NBC UNIVERSO,desperado,0
MOBILE,NBC UNIVERSO,el mariachi,0
MOBILE,NBC UNIVERSO,el se&#241;or de los cielos,0
MOBILE,NBC UNIVERSO,El Vato,1005
MOBILE,NBC UNIVERSO,f&#250;tbol ingl&#233;s,0
MOBILE,NBC UNIVERSO,f&#250;tbol mexicano,0
MOBILE,NBC UNIVERSO,festival internacional de vi&#241;a del mar,0
MOBILE,NBC UNIVERSO,festival intl de viÌ±a del mar,224
MOBILE,NBC UNIVERSO,Fuerza Especial,3
MOBILE,NBC UNIVERSO,fuerza especial de fugitivos,0
MOBILE,NBC UNIVERSO,fugitivos de la ley: los angeles,0
MOBILE,NBC UNIVERSO,Gerardo Ortiz,449
MOBILE,NBC UNIVERSO,gran hermano: la novela,0
MOBILE,NBC UNIVERSO,Heroes,0
MOBILE,NBC UNIVERSO,i love jenni,1918
MOBILE,NBC UNIVERSO,la alfombra de premios billboard,0
MOBILE,NBC UNIVERSO,La Frontera,874
MOBILE,NBC UNIVERSO,La Voz Kids,0
MOBILE,NBC UNIVERSO,larryman&#237;a,0
MOBILE,NBC UNIVERSO,Larrymania,2724
MOBILE,NBC UNIVERSO,liga mx 2016,45
MOBILE,NBC UNIVERSO,nbc universo,0
MOBILE,NBC UNIVERSO,NBC Universo Movies,16
MOBILE,NBC UNIVERSO,netbusters,0
MOBILE,NBC UNIVERSO,once upon a time in mexico,0
MOBILE,NBC UNIVERSO,Premier League,34
MOBILE,NBC UNIVERSO,premier league extra pre-game show,0
MOBILE,NBC UNIVERSO,premier league extra: post-game show,0
MOBILE,NBC UNIVERSO,premios billboard de la m&#250;sica latina,0
MOBILE,NBC UNIVERSO,Preolimpico 2016,0
MOBILE,NBC UNIVERSO,Prison Break,257
MOBILE,NBC UNIVERSO,Rumbo al Mundial,8
MOBILE,NBC UNIVERSO,Son Mariachis,16
MOBILE,NBC UNIVERSO,superhumanos,79
MOBILE,NBC UNIVERSO,superhumanos de stan lee,0
MOBILE,NBC UNIVERSO,the cavern,0
MOBILE,NBC UNIVERSO,the walking dead,926
MOBILE,NBC UNIVERSO,top chef m&#233;xico,0
MOBILE,NBC UNIVERSO,top chef mexico,685
MOBILE,NBC UNIVERSO,universo: now,0
MOBILE,NBC UNIVERSO,universo: rex,0
MOBILE,NBC UNIVERSO,ViÌ±a del Mar,0
MOBILE,NBC UNIVERSO,wwe,317
MOBILE,NBC UNIVERSO,wwe raw,0
MOBILE,NBC UNIVERSO,wwe smackdown,0
MOBILE,oxygen,,0
MOBILE,oxygen,#killerpost,7310
MOBILE,oxygen,1 minute miracle makeup,0
MOBILE,oxygen,21 day fix,0
MOBILE,oxygen,24 ladders in 1,0
MOBILE,oxygen,a cinderella story,0
MOBILE,oxygen,a family affair part deux,0
MOBILE,oxygen,a new era of skin care: stem cell technology. reduce wrinkles by half in only 8 weeks with rxgenesys stem cell skin care system,0
MOBILE,oxygen,america's next top model,0
MOBILE,oxygen,america's next top model: british invasion,0
MOBILE,oxygen,america's next top model: college edition,0
MOBILE,oxygen,atl,0
MOBILE,oxygen,away we go,0
MOBILE,oxygen,bad girls all star battle,0
MOBILE,oxygen,bad girls club,301603
MOBILE,oxygen,best ink,0
MOBILE,oxygen,Best Pan Ever!,0
MOBILE,oxygen,big momma's house,0
MOBILE,oxygen,birthday blowout,0
MOBILE,oxygen,Boss Nails,0
MOBILE,oxygen,bridesmaids,0
MOBILE,oxygen,celebrities undercover,0
MOBILE,oxygen,center stage: turn it up,0
MOBILE,oxygen,charlie's angels,0
MOBILE,oxygen,Charlie's Angels: Full Throttle,0
MOBILE,oxygen,chasing maria menounos,0
MOBILE,oxygen,cize dance workout!,0
MOBILE,oxygen,clean up this fall with shark lift away. 3 vacuums in one. breakthrough vacuum design!,0
MOBILE,oxygen,don't be tardy...,0
MOBILE,oxygen,ever after: a cinderella story,0
MOBILE,oxygen,facelift in minutes at home,0
MOBILE,oxygen,fast joint relief,0
MOBILE,oxygen,fever pitch,0
MOBILE,oxygen,Finding My Father,0
MOBILE,oxygen,Fix My Choir,0
MOBILE,oxygen,Fix My Mom,0
MOBILE,oxygen,Funny Girls,0
MOBILE,oxygen,ghost,0
MOBILE,oxygen,good hair,0
MOBILE,oxygen,good sex vs. great sex!,0
MOBILE,oxygen,House,0
MOBILE,oxygen,house at the end of the street,0
MOBILE,oxygen,house party,0
MOBILE,oxygen,how to lose a guy in 10 days,0
MOBILE,oxygen,i'm having their baby,0
MOBILE,oxygen,identity theft: learn about it and how to get lifelock protection,0
MOBILE,oxygen,introducing the shark rocket powerhead vacuum - heavy-duty cleaning power without the heavy lifting.,0
MOBILE,oxygen,It Takes A Sister,0
MOBILE,oxygen,killer couples,1149
MOBILE,oxygen,killer instinct,0
MOBILE,oxygen,killerpost,0
MOBILE,oxygen,Larry King Special Report,0
MOBILE,oxygen,Like A Boss,2763
MOBILE,oxygen,Living Different,0
MOBILE,oxygen,living with funny,360
MOBILE,oxygen,"look younger than ever: it's science, not magic",0
MOBILE,oxygen,menendez: a killing in beverly hills,0
MOBILE,oxygen,miss congeniality,0
MOBILE,oxygen,my best friend's wedding,0
MOBILE,oxygen,my big fat revenge,0
MOBILE,oxygen,My Crazy Love,0
MOBILE,oxygen,my wife and kids,0
MOBILE,oxygen,Nail'd It,0
MOBILE,oxygen,naild it,0
MOBILE,oxygen,new! get cindy crawford's anti-aging discovery,0
MOBILE,oxygen,"ninja coffee bar with sofia vergara - classic brew, rich brew, over ice brew, specialty & frozen blended brew",0
MOBILE,oxygen,no title,57
MOBILE,oxygen,"nutri ninja blender duo &#150; summer's total crushing blender for healthier living, made easy. two machines in one!",0
MOBILE,oxygen,oxygen,0
MOBILE,oxygen,oxygen programming,0
MOBILE,oxygen,paid programming,0
MOBILE,oxygen,piyo craze!,0
MOBILE,oxygen,Player Gets Played,0
MOBILE,oxygen,Preachers of Atlanta,2321
MOBILE,oxygen,Preachers of Detroit,0
MOBILE,oxygen,preachers of l.a.,0
MOBILE,oxygen,Preachers of LA,0
MOBILE,oxygen,Pretty. Strong.,0
MOBILE,oxygen,pride & prejudice,0
MOBILE,oxygen,Quit Your Day Job,856
MOBILE,oxygen,Rich in Faith,0
MOBILE,oxygen,safe haven,0
MOBILE,oxygen,"shark rocket deluxe pro - shark ranked ""highest in customer satisfaction with upright vacuums, two years in a row""",0
MOBILE,oxygen,She Made Me Do It?,0
MOBILE,oxygen,Sisterhood of Hip Hop,0
MOBILE,oxygen,Snapped,4091
MOBILE,oxygen,Snapped: Killer Couples,0
MOBILE,oxygen,Snapped: She Made Me Do It,0
MOBILE,oxygen,Street Art Throwdown,0
MOBILE,oxygen,t25 sexy bodies!,0
MOBILE,oxygen,tai chi master!,0
MOBILE,oxygen,the face,0
MOBILE,oxygen,the last song,0
MOBILE,oxygen,the perfect husband,0
MOBILE,oxygen,The Prancing Elites Project,3124
MOBILE,oxygen,The Real Housewives of Atlanta,0
MOBILE,oxygen,The Real Housewives of Potomac,0
MOBILE,oxygen,the real o.j. simpson trial,0
MOBILE,oxygen,thicker hair - guaranteed!,0
MOBILE,oxygen,thicker than water: the tankards,0
MOBILE,oxygen,tia & tamera,0
MOBILE,oxygen,too young to marry?,0
MOBILE,oxygen,try total gym for $14.95,0
MOBILE,oxygen,wild things,0
MOBILE,oxygen,winning the wrinkle war with dr.denese skinscience,0
MOBILE,oxygen,Worst Post Ever: With Frankie Grande,0
MOBILE,Sprout,,193
MOBILE,Sprout,64 Zoo Lane,1292
MOBILE,Sprout,an opposite adventure,0
MOBILE,Sprout,Animal Mechanicals,2689
MOBILE,Sprout,Astroblast,8699
MOBILE,Sprout,Berenstain Bears,5237
MOBILE,Sprout,boj,788
MOBILE,Sprout,Boj and Buddies,1726
MOBILE,Sprout,Busy World of Richard Scarry,0
MOBILE,Sprout,Busytown Mysteries,1063
MOBILE,Sprout,Caillou,13755
MOBILE,Sprout,Chica Show,7507
MOBILE,Sprout,chloe's closet,1308
MOBILE,Sprout,clangers,4914
MOBILE,Sprout,cleaners,0
MOBILE,Sprout,dirtgirlworld,11
MOBILE,Sprout,Earth to Luna,2174
MOBILE,Sprout,ferngully 2: the magical rescue,0
MOBILE,Sprout,floogals,13131
MOBILE,Sprout,Jungle Bunch,4152
MOBILE,Sprout,LazyTown,3974
MOBILE,Sprout,Lily's Driftwood Bay,416
MOBILE,Sprout,Little People,27224
MOBILE,Sprout,Madeline,501
MOBILE,Sprout,make way for noddy,50
MOBILE,Sprout,Maya the Bee,10240
MOBILE,Sprout,Nina's World,23842
MOBILE,Sprout,no title,8
MOBILE,Sprout,Noodle & Doodle,4172
MOBILE,Sprout,noodle and doodle,0
MOBILE,Sprout,Olive the Ostrich,0
MOBILE,Sprout,Paddington Bear,315
MOBILE,Sprout,pajanimals,0
MOBILE,Sprout,Poppy Cat,2346
MOBILE,Sprout,richard scarry,6
MOBILE,Sprout,"ruff ruff, tweet and dave",0
MOBILE,Sprout,"ruff-ruff, tweet and dave",29063
MOBILE,Sprout,sarah & duck,508
MOBILE,Sprout,Sarah and Duck,3629
MOBILE,Sprout,sprout live,0
MOBILE,Sprout,Stella and Sam,1477
MOBILE,Sprout,Super WHY,0
MOBILE,Sprout,Super Wings,45549
MOBILE,Sprout,Sydney Sailboat,1212
MOBILE,Sprout,the berenstain bears,0
MOBILE,Sprout,the chica show,7583
MOBILE,Sprout,The Floogals,27839
MOBILE,Sprout,The Good Night Show,3448
MOBILE,Sprout,the jungle bunch,0
MOBILE,Sprout,The Mighty Jungle,776
MOBILE,Sprout,The Pajanimals,4859
MOBILE,Sprout,Tree Fu Tom,1974
MOBILE,Sprout,Wibbly Pig,0
MOBILE,Sprout,yaya & zouk,0
MOBILE,Sprout,yaya and zouk,2951
MOBILE,Sprout,Zerby Derby,3386
MOBILE,Sprout,Zou,7565
MOBILE,syfy,,0
MOBILE,syfy,12 Monkeys,13729
MOBILE,syfy,31 days of halloween,0
MOBILE,syfy,6 souls,0
MOBILE,syfy,9,0
MOBILE,syfy,Abduction,0
MOBILE,syfy,aladdin and the death lamp,0
MOBILE,syfy,american horror house,0
MOBILE,syfy,Anacondas: The Hunt for the Blood Orchid,0
MOBILE,syfy,apocalypse l.a.,0
MOBILE,syfy,Arachnoquake,0
MOBILE,syfy,army of darkness,0
MOBILE,syfy,bad girls,0
MOBILE,syfy,batman forever,0
MOBILE,syfy,batman returns,0
MOBILE,syfy,battle of the damned,0
MOBILE,syfy,Battledogs,0
MOBILE,syfy,Best Pan Ever!,0
MOBILE,syfy,Big Ass Spider!,0
MOBILE,syfy,Bigfoot,0
MOBILE,syfy,Bitten,19334
MOBILE,syfy,blade,0
MOBILE,syfy,blade: trinity,0
MOBILE,syfy,body beast!,0
MOBILE,syfy,boogeyman,0
MOBILE,syfy,"buy gold, at-cost!",0
MOBILE,syfy,catwoman,0
MOBILE,syfy,charlie's angels,0
MOBILE,syfy,Charlie's Angels: Full Throttle,0
MOBILE,syfy,childhood's end,0
MOBILE,syfy,Childhoods End,0
MOBILE,syfy,children of the corn,0
MOBILE,syfy,cirque du freak: the vampire's assistant,0
MOBILE,syfy,cize dance workout!,0
MOBILE,syfy,clean up this fall with shark lift away. 3 vacuums in one. breakthrough vacuum design!,0
MOBILE,syfy,close up kings,0
MOBILE,syfy,Continuum,0
MOBILE,syfy,cook healthier meals with nuwave & make your exercise count,0
MOBILE,syfy,Crimson Force,0
MOBILE,syfy,csi: crime scene investigation,0
MOBILE,syfy,Dark Matter,0
MOBILE,syfy,dead 7,0
MOBILE,syfy,dead still,0
MOBILE,syfy,Deep Impact,0
MOBILE,syfy,Defiance,2199
MOBILE,syfy,Destination Truth,0
MOBILE,syfy,Dominion,2078
MOBILE,syfy,drag me to hell,0
MOBILE,syfy,dragon blades spectacular,0
MOBILE,syfy,Dragon Dynasty,0
MOBILE,syfy,Drive Angry,0
MOBILE,syfy,dungeons & dragons: the book of vile darkness,0
MOBILE,syfy,evil dead ii,0
MOBILE,syfy,Face Off,47147
MOBILE,syfy,fast joint relief,0
MOBILE,syfy,freddy vs. jason,0
MOBILE,syfy,g.i. joe: retaliation,0
MOBILE,syfy,geeks who drink,0
MOBILE,syfy,Ghost Hunters,0
MOBILE,syfy,Good.Clean.Fun!,0
MOBILE,syfy,green tea,0
MOBILE,syfy,Grendel,0
MOBILE,syfy,Haunting,0
MOBILE,syfy,Haunting: Australia,0
MOBILE,syfy,Haven,1000
MOBILE,syfy,Heatstroke,0
MOBILE,syfy,Heebie Jeebies,0
MOBILE,syfy,helix,0
MOBILE,syfy,Hostel,0
MOBILE,syfy,house of bones,0
MOBILE,syfy,Hunters,20333
MOBILE,syfy,hybrid,0
MOBILE,syfy,Ice Twisters,0
MOBILE,syfy,identity theft: learn about it and how to get lifelock protection,0
MOBILE,syfy,in the name of the king iii,0
MOBILE,syfy,INCOME FOR LIFE!,0
MOBILE,syfy,Incorporated,0
MOBILE,syfy,Jeepers Creepers,0
MOBILE,syfy,jersey shore shark attack,0
MOBILE,syfy,Jules Verne's The Mysterious Island,0
MOBILE,syfy,Killjoys,3826
MOBILE,syfy,land of the lost,0
MOBILE,syfy,Lavalantula,0
MOBILE,syfy,Legion,0
MOBILE,syfy,let me in,0
MOBILE,syfy,Lost City Raiders,0
MOBILE,syfy,Lost Girl,0
MOBILE,syfy,meteor storm,0
MOBILE,syfy,Monster Ark,0
MOBILE,syfy,Monster Blades,0
MOBILE,syfy,mothman,0
MOBILE,syfy,Mutant World,0
MOBILE,syfy,NEW Pro Rocket!,0
MOBILE,syfy,"ninja coffee bar with sofia vergara - classic brew, rich brew, over ice brew, specialty & frozen blended brew",0
MOBILE,syfy,no title,10
MOBILE,syfy,"nutri ninja blender duo &#150; summer's total crushing blender for healthier living, made easy. two machines in one!",0
MOBILE,syfy,Ogre,0
MOBILE,syfy,Olympus,31
MOBILE,syfy,oz the great and powerful,0
MOBILE,syfy,paid programming,0
MOBILE,syfy,Paranormal Witness,5614
MOBILE,syfy,phenomenon,0
MOBILE,syfy,Polar Storm,0
MOBILE,syfy,Predestination,0
MOBILE,syfy,Reactor,0
MOBILE,syfy,red faction: origins,0
MOBILE,syfy,red: werewolf hunter,0
MOBILE,syfy,resident evil,0
MOBILE,syfy,rock monster,0
MOBILE,syfy,sand serpents,0
MOBILE,syfy,scarecrow,0
MOBILE,syfy,se7en,0
MOBILE,syfy,second screen,0
MOBILE,syfy,"shark rocket deluxe pro - shark ranked ""highest in customer satisfaction with upright vacuums, two years in a row""",0
MOBILE,syfy,"shark rocket deluxe pro - shark ranked highest in customer satisfaction with upright vacuums, two years in a row.",0
MOBILE,syfy,Sharknado 3,0
MOBILE,syfy,Snowmageddon,0
MOBILE,syfy,Sofia's Coffee Bar,0
MOBILE,syfy,Spawn,0
MOBILE,syfy,species: the awakening,0
MOBILE,syfy,stake land,0
MOBILE,syfy,Star Runners,0
MOBILE,syfy,star trek generations,0
MOBILE,syfy,Star Trek IV: The Voyage Home,0
MOBILE,syfy,Star Trek: First Contact,0
MOBILE,syfy,star trek: nemesis,0
MOBILE,syfy,Starship Troopers,0
MOBILE,syfy,Starship Troopers 2: Hero of the Federation,0
MOBILE,syfy,Starship Troopers 3: Marauder,0
MOBILE,syfy,starve,0
MOBILE,syfy,Stonehenge Apocalypse,0
MOBILE,syfy,Super Eruption,0
MOBILE,syfy,superman - the movie,0
MOBILE,syfy,superman ii,0
MOBILE,syfy,superman iii,0
MOBILE,syfy,superman iv: the quest for peace,0
MOBILE,syfy,Swamp Volcano,0
MOBILE,syfy,syfy,0
MOBILE,syfy,syfy blastr,0
MOBILE,syfy,Syfy Movies,4921
MOBILE,syfy,t25 sexy bodies!,0
MOBILE,syfy,tasmanian devils,0
MOBILE,syfy,the cabin in the woods,0
MOBILE,syfy,"the chronicles of narnia: the lion, the witch and the wardrobe",0
MOBILE,syfy,The Core,0
MOBILE,syfy,the dead 2: india,0
MOBILE,syfy,The Expanse,10254
MOBILE,syfy,The Fifth Element,0
MOBILE,syfy,the final destination,0
MOBILE,syfy,The Golden Compass,0
MOBILE,syfy,The Internet Ruined My Life,6640
MOBILE,syfy,the lone ranger,0
MOBILE,syfy,The Lost Future,0
MOBILE,syfy,The Magicians,97817
MOBILE,syfy,The Magicians en EspaÌ±ol,609
MOBILE,syfy,the mummy,0
MOBILE,syfy,the mummy returns,0
MOBILE,syfy,the revenant,0
MOBILE,syfy,the scorpion king 4: quest for power,0
MOBILE,syfy,the twilight zone,0
MOBILE,syfy,The Warrior's Way,0
MOBILE,syfy,thor: hammer of the gods,0
MOBILE,syfy,"transform your home today, fast & easy!",0
MOBILE,syfy,tremors 5: bloodlines,0
MOBILE,syfy,Troy: Street Magic,205
MOBILE,syfy,try total gym for $14.95,0
MOBILE,syfy,Vikingdom,0
MOBILE,syfy,witchslayer gretl,0
MOBILE,syfy,Wizard Wars,0
MOBILE,syfy,wwe smackdown,0
MOBILE,syfy,Wynonna Earp,26204
MOBILE,syfy,Z Nation,0
MOBILE,syfy,zombie apocalypse,0
MOBILE,syfy,Zombie Night,0
MOBILE,telemundo,,7
MOBILE,telemundo,AFV Latin America,437
MOBILE,telemundo,Avenida Brasil,328
MOBILE,telemundo,Bajo El Mismo Cielo,3465
MOBILE,telemundo,Boxeo Telemundo,283
MOBILE,telemundo,Caso Cerrado,75539
MOBILE,telemundo,celia,23043
MOBILE,telemundo,Decisiones,1531
MOBILE,telemundo,Decisiones Extremas,5033
MOBILE,telemundo,dueÌ±os del paraÌ_so,456
MOBILE,telemundo,el senor de los cielos,0
MOBILE,telemundo,El SeÌ±or de los Cielos 3,11633
MOBILE,telemundo,El SeÌ±or de los Cielos 4,356125
MOBILE,telemundo,El Show de Chica,420
MOBILE,telemundo,Enfoque,383
MOBILE,telemundo,Eva La Trailera,96175
MOBILE,telemundo,Gran Hermano,13488
MOBILE,telemundo,gran hermano: clips exclusivos,0
MOBILE,telemundo,gran hermano: galas de expulsiÌ_n,5783
MOBILE,telemundo,gran hermano: galas de nominaciÌ_n,2994
MOBILE,telemundo,gran hermano: la novela,10830
MOBILE,telemundo,La Biblia,438
MOBILE,telemundo,La Esclava Blanca,32811
MOBILE,telemundo,la querida del centauro,18203
MOBILE,telemundo,La Voz Kids,13628
MOBILE,telemundo,LazyTown,691
MOBILE,telemundo,MÌÁs Mejor,0
MOBILE,telemundo,no title,66
MOBILE,telemundo,Noodle y Doodle,585
MOBILE,telemundo,Premier League,80
MOBILE,telemundo,Premios Billboard,11871
MOBILE,telemundo,quien es quien,56232
MOBILE,telemundo,QuiÌ©n es QuiÌ©n,42018
MOBILE,telemundo,QuÌ© culpa Fatmagul,11843
MOBILE,telemundo,QuÌ© Noche,2378
MOBILE,telemundo,Reportajes,120
MOBILE,telemundo,Rumbo al Mundial,120
MOBILE,telemundo,S.O.S. Salva Mi Casa,0
MOBILE,telemundo,Secretos,24811
MOBILE,telemundo,senora acero,1591
MOBILE,telemundo,SeÌ±ora Acero,4288
MOBILE,telemundo,suelta la sopa,3112
MOBILE,telemundo,Tierra de Reyes,0
MOBILE,telemundo,un nuevo dia,0
MOBILE,telemundo,Ya Era Hora,46
MOBILE,telemundo,ya era hora!,34
MOBILE,Telemundo Now,,0
MOBILE,Telemundo Now,dueÌ±os del paraÌ_so,0
MOBILE,usa,,0
MOBILE,usa,3 Days to Kill,0
MOBILE,usa,Abuse,0
MOBILE,usa,Amazing Cooking with Chef Daniel Green,0
MOBILE,usa,angels & demons,0
MOBILE,usa,AQA_OTT_PROGRAM test,0
MOBILE,usa,ASPIREist,0
MOBILE,usa,Bad Blood,0
MOBILE,usa,barclays premier league soccer,0
MOBILE,usa,Benched,0
MOBILE,usa,bounty hunters,0
MOBILE,usa,Burn Notice,499
MOBILE,usa,CHRISLEY KNOWS BEST,151640
MOBILE,usa,cize dance workout!,0
MOBILE,usa,clean up this fall with shark lift away. 3 vacuums in one. breakthrough vacuum design!,0
MOBILE,usa,Colony,7561
MOBILE,usa,Colony title  title  title  title  title  title  title  title  title  title  title  title  title  title  title  title  title  title  title  title  title  title  title  title  title  title  title  title  title  title  title  title  title  title  title  tit,0
MOBILE,usa,Compensation,0
MOBILE,usa,Complications,0
MOBILE,usa,Covert Affairs,0
MOBILE,usa,CSI,6699
MOBILE,usa,csi: crime scene investigation,0
MOBILE,usa,dig,0
MOBILE,usa,Dodgeball: A True Underdog Story,0
MOBILE,usa,Donny!,405
MOBILE,usa,drag me to hell,0
MOBILE,usa,Entitled,0
MOBILE,usa,fast five,0
MOBILE,usa,faster,0
MOBILE,usa,fault,0
MOBILE,usa,fever pitch,0
MOBILE,usa,First Impressions with Dana Carvey,0
MOBILE,usa,Friday Night Tykes: Steel Country,0
MOBILE,usa,g.i. joe: retaliation,0
MOBILE,usa,g.i. joe: the rise of cobra,0
MOBILE,usa,Graceland,0
MOBILE,usa,Hide and Seek,0
MOBILE,usa,House,1882
MOBILE,usa,Hunters,0
MOBILE,usa,hysteria,0
MOBILE,usa,identity theft: learn about it and how to get lifelock protection,0
MOBILE,usa,Indiana Jones and the Kingdom of the Crystal Skull,0
MOBILE,usa,Indiana Jones and the Last Crusade,0
MOBILE,usa,Indiana Jones and the Temple of Doom,0
MOBILE,usa,informed,0
MOBILE,usa,Joel Osteen,0
MOBILE,usa,keeping up with the kardashians,0
MOBILE,usa,Law & Order,0
MOBILE,usa,law & order: criminal intent,0
MOBILE,usa,Law & Order: Special Victims Unit,0
MOBILE,usa,loophole,0
MOBILE,usa,modern family,0
MOBILE,usa,Morning Glory,0
MOBILE,usa,Motive,42359
MOBILE,usa,MOVIES ON USA,1257
MOBILE,usa,MR. ROBOT,41820
MOBILE,usa,Mr. Robot1,0
MOBILE,usa,NCIS,13783
MOBILE,usa,NCIS: LOS ANGELES,6652
MOBILE,usa,necessary roughness,0
MOBILE,usa,no title,9
MOBILE,usa,"nutri ninja blender duo &#150; summer's total crushing blender for healthier living, made easy. two machines in one!",0
MOBILE,usa,paid programming,0
MOBILE,usa,Penetration,0
MOBILE,usa,Playing House,3397
MOBILE,usa,psych,0
MOBILE,usa,quantum of solace,0
MOBILE,usa,Raiders of the Lost Ark,0
MOBILE,usa,recall,0
MOBILE,usa,Royal Pains,1089
MOBILE,usa,runaway faye,0
MOBILE,usa,Rush,0
MOBILE,usa,satisfaction,2398
MOBILE,usa,semi-pro,0
MOBILE,usa,send out the clowns,0
MOBILE,usa,"shark rocket deluxe pro - shark ranked ""highest in customer satisfaction with upright vacuums, two years in a row""",0
MOBILE,usa,Sirens,0
MOBILE,usa,skyfall,0
MOBILE,usa,stanley cup playoff,0
MOBILE,usa,Stress Position,0
MOBILE,usa,SUITS,48244
MOBILE,usa,Summer Camp,0
MOBILE,usa,super smackdown live!,0
MOBILE,usa,Targets of Obsession,0
MOBILE,usa,The Back-up Plan,0
MOBILE,usa,the fast and the furious: tokyo drift,0
MOBILE,usa,The List,0
MOBILE,usa,the mechanic,0
MOBILE,usa,the mummy,0
MOBILE,usa,the mummy returns,0
MOBILE,usa,the rundown,0
MOBILE,usa,The Third Guy,0
MOBILE,usa,The Two Mrs. Grissoms,0
MOBILE,usa,the wolfman,0
MOBILE,usa,tin cup,0
MOBILE,usa,Trophy,0
MOBILE,usa,turning point with dr. david jeremiah,0
MOBILE,usa,usa live,0
MOBILE,usa,USA Network Programming,0
MOBILE,usa,usa west x,0
MOBILE,usa,Westminster Kennel Club,0
MOBILE,usa,WHITE COLLAR,664
MOBILE,usa,wwe 2016 hall of fame induction ceremony,0
MOBILE,usa,wwe monday night raw,0
MOBILE,usa,wwe smackdown,0
MOBILE,usa,wwe tough enough,0
MOBILE,usa,wwe wrestlemania kickoff show,0
Mobile App,,,0
Mobile App,bravo,,0
Mobile App,CNBC,,0
Mobile App,NBC,,0
Mobile App,NBC,Amazing Stories,0
Mobile App,NBC,Aquarius,0
Mobile App,NBC,Battlestar Galactica Classic,0
Mobile App,NBC,Blindspot,0
Mobile App,NBC,Caught on Camera with Nick Cannon,0
Mobile App,NBC,Charles in Charge,0
Mobile App,NBC,Chicago Fire,0
Mobile App,NBC,Chicago Med,0
Mobile App,NBC,Chicago P.D.,0
Mobile App,NBC,Crossbones,0
Mobile App,NBC,Crowded,0
Mobile App,NBC,Dateline,0
Mobile App,NBC,Days of our Lives,0
Mobile App,NBC,Deception,0
Mobile App,NBC,Dracula,0
Mobile App,NBC,Game of Silence,0
Mobile App,NBC,Grimm,0
Mobile App,NBC,Growing Up Fisher,0
Mobile App,NBC,Guys With Kids,0
Mobile App,NBC,Heartbeat,0
Mobile App,NBC,Heroes Reborn,0
Mobile App,NBC,Heroes Reborn - Dark Matters,0
Mobile App,NBC,Hollywood Game Night,0
Mobile App,NBC,Jay Leno's Garage,0
Mobile App,NBC,Kings,0
Mobile App,NBC,Knight Rider,0
Mobile App,NBC,Knight Rider Classic,0
Mobile App,NBC,Late Night with Seth Meyers,0
Mobile App,NBC,Law & Order: Special Victims Unit,0
Mobile App,NBC,Life,0
Mobile App,NBC,Lipstick Jungle,0
Mobile App,NBC,Little Big Shots,0
Mobile App,NBC,Meet the Press,0
Mobile App,NBC,Miami Vice,0
Mobile App,NBC,Outsourced,0
Mobile App,NBC,Quantum Leap,0
Mobile App,NBC,Saturday Night Live,0
Mobile App,NBC,Shades of Blue,0
Mobile App,NBC,Shades of Blue en Espanol,0
Mobile App,NBC,Strong,0
Mobile App,NBC,Superstore,0
